      (11 1) 0.000000 0.001118 0.000000 0.003133 0.025678 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (12 1) 0.000000 0.001321 0.002217 0.000000 0.012723 0.001661 0.004370 0.000000 0.000000 0.002568 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (13 1) 0.000000 0.000000 0.003028 0.000000 0.001720 0.000000 0.000000 0.000000 0.000000 0.002106 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (14 1) 0.000000 0.000000 0.001414 0.000000 0.000000 0.000000 0.000000 0.039934 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (15 1) 0.000000 0.007711 0.000000 0.000000 0.000000 0.000000 0.000000 0.002299 0.000000 0.000000 0.000000 0.009496 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (16 1) 0.000000 0.000000 0.005222 0.000000 0.000000 0.000000 0.002502 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (17 1) 0.001000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000977 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
      (18 1) 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.002758 0.065191 0.000000 0.000000 0.000000 0.000000 0.000000
      (19 1) 0.000000 0.014960 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.002459 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
   ]
N: [ (0 1) 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
     (1 1) 0 1 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0
     (2 1) 0 1 1 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0
     (3 1) 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
     (4 1) 1 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
     (5 1) 1 1 1 0 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0
     (6 1) 0 0 0 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0
     (7 1) 1 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
     (8 1) 0 0 1 1 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
     (9 1) 0 1 0 0 1 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0
     (10 1) 1 0 0 1 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0
     (11 1) 0 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
     (12 1) 0 1 1 0 1 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0
     (13 1) 0 0 1 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0
     (14 1) 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0
     (15 1) 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0
     (16 1) 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0
     (17 1) 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0
     (18 1) 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0
     (19 1) 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1
   ]
TR: [ (1) 0.007568 0.007582 0.002925 0.001065 0.002495 0.004673 0.006333 0.008403 0.002041 0.002713 0.000995 0.001787 0.002481 0.004659 0.001189 0.001081 0.001270 0.001970 0.003264 0.001879]
